GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
4898	8.09e-06	1.27e-06	0.046	4.844099	0.2226591	3927.29	NRDC	nardilysin convertase
28885	8.09e-06	1.27e-06	0.5019	4.844093	2.4310463	181.87	IGKV2D-24	immunoglobulin kappa variable 2D-24 (non-functional)
824	8.11e-06	1.28e-06	0.0644	-4.843522	-0.3118558	15124.6	CAPN2	calpain 2
6581	8.11e-06	1.28e-06	0.1844	-4.8433	-0.8933178	1317.07	SLC22A3	solute carrier family 22 member 3
84079	8.12e-06	1.28e-06	0.068	-4.842995	-0.3293545	1160.85	ANKRD27	ankyrin repeat domain 27
388387	8.14e-06	1.28e-06	0.2129	-4.842441	-1.0308134	21.11	LINC00671	long intergenic non-protein coding RNA 671
6382	8.17e-06	1.29e-06	0.1069	4.841825	0.517723	7291.53	SDC1	syndecan 1
7466	8.17e-06	1.29e-06	0.1142	-4.841629	-0.5529206	2208.84	WFS1	wolframin ER transmembrane glycoprotein
23420	8.17e-06	1.29e-06	0.0998	4.841626	0.4829578	2111.36	NOMO1	NODAL modulator 1
6591	8.20e-06	1.29e-06	0.2539	4.840876	1.2291736	640.24	SNAI2	snail family transcriptional repressor 2
7357	8.20e-06	1.29e-06	0.161	4.840745	0.7792906	3963.53	UGCG	UDP-glucose ceramide glucosyltransferase
53829	8.21e-06	1.29e-06	0.2165	-4.840574	-1.0482145	393.32	P2RY13	purinergic receptor P2Y13
100132215	8.21e-06	1.30e-06	0.0888	-4.840425	-0.4300101	147.4	EHBP1-AS1	EHBP1 antisense RNA 1
84419	8.21e-06	1.30e-06	0.2306	4.840425	1.1162602	192.03	C15orf48	chromosome 15 open reading frame 48
50650	8.25e-06	1.30e-06	0.1144	-4.839346	-0.5534571	1921.88	ARHGEF3	Rho guanine nucleotide exchange factor 3
112268144	8.26e-06	1.30e-06	0.1616	-4.839149	-0.7819953	104.7	LOC112268144	
105372884	8.39e-06	1.33e-06	0.2466	-4.835864	-1.1925644	47.55	LOC105372884	uncharacterized LOC105372884
1630	8.39e-06	1.33e-06	0.2741	-4.835757	-1.3254209	201.45	DCC	DCC netrin 1 receptor
107984826	8.43e-06	1.33e-06	0.2059	-4.834862	-0.9952659	55	LOC107984826	
89866	8.43e-06	1.33e-06	0.1509	-4.834694	-0.7295991	157.27	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor
221395	8.44e-06	1.34e-06	0.135	-4.83444	-0.6524632	13007.67	ADGRF5	adhesion G protein-coupled receptor F5
2137	8.45e-06	1.34e-06	0.1111	4.834279	0.537319	1531.28	EXTL3	exostosin like glycosyltransferase 3
65268	8.47e-06	1.34e-06	0.3371	4.833727	1.6296777	194.85	WNK2	WNK lysine deficient protein kinase 2
27175	8.47e-06	1.34e-06	0.0941	-4.833578	-0.4547874	551.39	TUBG2	tubulin gamma 2
441430	8.54e-06	1.35e-06	0.2642	-4.831815	-1.276653	60.59	ANKRD20A2P	ankyrin repeat domain 20 family member A2, pseudogene
1043	8.58e-06	1.36e-06	0.2052	-4.830981	-0.9911795	2806.03	CD52	CD52 molecule
147372	8.58e-06	1.36e-06	0.2071	-4.83074	-1.0005205	1023.87	CCBE1	collagen and calcium binding EGF domains 1
54827	8.67e-06	1.37e-06	0.3982	4.828623	1.9227478	19.5	NXPE4	neurexophilin and PC-esterase domain family member 4
79789	8.71e-06	1.38e-06	0.1812	4.827645	0.8745529	1607.97	CLMN	calmin
5412	8.76e-06	1.39e-06	0.104	-4.826508	-0.5019847	4120.5	UBL3	ubiquitin like 3
55718	8.80e-06	1.40e-06	0.054	4.825497	0.2607457	1053.6	POLR3E	RNA polymerase III subunit E
78989	8.84e-06	1.40e-06	0.3139	4.824531	1.5145703	95.89	COLEC11	collectin subfamily member 11
6711	8.84e-06	1.40e-06	0.1444	-4.824486	-0.6968257	31973.74	SPTBN1	spectrin beta, non-erythrocytic 1
9231	8.87e-06	1.41e-06	0.1269	4.823907	0.612158	1523.78	DLG5	discs large MAGUK scaffold protein 5
107984770	8.88e-06	1.41e-06	0.2999	-4.823638	-1.4465758	12.28	LOC107984770	uncharacterized LOC107984770
116828	8.89e-06	1.41e-06	0.1767	-4.823181	-0.8524246	183.75	N4BP2L2-IT2	N4BPL2 intronic transcript 2
284996	8.91e-06	1.42e-06	0.1275	-4.82265	-0.6147034	4410.21	RNF149	ring finger protein 149
105376243	8.91e-06	1.42e-06	0.4011	4.82261	1.9342902	17.85	LOC105376243	uncharacterized LOC105376243
51512	8.93e-06	1.42e-06	0.2038	4.822289	0.9826741	83.51	GTSE1	G2 and S-phase expressed 1
100506542	8.94e-06	1.42e-06	0.402	-4.821839	-1.9384609	32.24	LINC01082	long intergenic non-protein coding RNA 1082
105372255	8.94e-06	1.42e-06	0.251	-4.821854	-1.2103515	18.95	LOC105372255	uncharacterized LOC105372255
100852407	8.99e-06	1.43e-06	0.1489	4.820609	0.7178947	103.16	CARS1-AS1	CARS1 antisense RNA 1
26499	8.99e-06	1.43e-06	0.1616	4.820518	0.7788955	83.99	PLEK2	pleckstrin 2
79053	9.01e-06	1.43e-06	0.0628	4.820143	0.3025744	678.17	ALG8	ALG8 alpha-1,3-glucosyltransferase
1870	9.09e-06	1.45e-06	0.2073	4.81828	0.9988208	71.22	E2F2	E2F transcription factor 2
105378460	9.09e-06	1.45e-06	0.1041	4.818196	0.5015955	244.79	LOC105378460	uncharacterized LOC105378460
768	9.09e-06	1.45e-06	0.3235	4.818091	1.5586455	11.69	CA9	carbonic anhydrase 9
105373836	9.10e-06	1.45e-06	0.1859	-4.817919	-0.8954994	31.12	LOC105373836	uncharacterized LOC105373836
3274	9.13e-06	1.46e-06	0.207	4.817185	0.9970147	356.51	HRH2	histamine receptor H2
10962	9.13e-06	1.46e-06	0.1916	4.817039	0.9231097	155.58	MLLT11	MLLT11 transcription factor 7 cofactor
23261	9.14e-06	1.46e-06	0.0924	-4.816792	-0.445057	1091.51	CAMTA1	calmodulin binding transcription activator 1
55780	9.27e-06	1.48e-06	0.1028	-4.813971	-0.4949028	838.03	ERMARD	ER membrane associated RNA degradation
107985393	9.29e-06	1.48e-06	0.2688	-4.813467	-1.2936904	29.28	LOC107985393	
10960	9.33e-06	1.49e-06	0.0915	4.812486	0.4405558	3028.13	LMAN2	lectin, mannose binding 2
55288	9.33e-06	1.49e-06	0.0804	-4.812489	-0.3867541	1616.88	RHOT1	ras homolog family member T1
9580	9.37e-06	1.50e-06	0.116	-4.811623	-0.5581072	1444.91	SOX13	SRY-box transcription factor 13
102725021	9.37e-06	1.50e-06	0.1193	-4.811518	-0.5741559	89.31	ARHGAP11B-DT	ARHGAP11B divergent transcript
115572	9.39e-06	1.50e-06	0.1895	-4.811052	-0.9115997	528.63	TENT5B	terminal nucleotidyltransferase 5B
200958	9.41e-06	1.51e-06	0.2393	4.810563	1.150955	599.85	MUC20	mucin 20, cell surface associated
701	9.42e-06	1.51e-06	0.2122	4.810215	1.0207984	94.83	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
63892	9.45e-06	1.51e-06	0.0588	4.809614	0.2826253	1284.72	THADA	THADA armadillo repeat containing
83481	9.46e-06	1.51e-06	0.1989	4.809333	0.9566552	981.47	EPPK1	epiplakin 1
309	9.47e-06	1.52e-06	0.1012	4.809181	0.486879	6703.55	ANXA6	annexin A6
28834	9.53e-06	1.53e-06	0.5027	4.807748	2.4166733	672.05	IGLC7	immunoglobulin lambda constant 7
158801	9.56e-06	1.53e-06	0.1255	-4.807081	-0.6034013	51.04	NKAPP1	NFKB activating protein pseudogene 1
6901	9.60e-06	1.54e-06	0.1483	-4.806123	-0.7127954	974.81	TAFAZZIN	tafazzin, phospholipid-lysophospholipid transacylase
3837	9.62e-06	1.54e-06	0.0716	4.805624	0.3442387	6186.32	KPNB1	karyopherin subunit beta 1
101928512	9.62e-06	1.54e-06	0.1878	-4.805561	-0.9026024	27.1	LOC101928512	uncharacterized LOC101928512
5317	9.68e-06	1.55e-06	0.3269	4.804314	1.5706492	521.6	PKP1	plakophilin 1
199974	9.68e-06	1.55e-06	0.2566	-4.804239	-1.2329182	96.01	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1
51196	9.73e-06	1.56e-06	0.1128	-4.803229	-0.5419728	1281.4	PLCE1	phospholipase C epsilon 1
9214	9.74e-06	1.56e-06	0.1782	4.803035	0.855771	434.7	FCMR	Fc mu receptor
105	9.74e-06	1.56e-06	0.2764	-4.80284	-1.3275376	70.66	ADARB2	adenosine deaminase RNA specific B2 (inactive)
100505591	9.80e-06	1.57e-06	0.2061	-4.801535	-0.9894598	19.46	LRRC3C	leucine rich repeat containing 3C
4605	9.81e-06	1.58e-06	0.2921	4.801353	1.4026193	139.33	MYBL2	MYB proto-oncogene like 2
54756	9.82e-06	1.58e-06	0.2109	4.801141	1.0125224	198.03	IL17RD	interleukin 17 receptor D
58190	9.98e-06	1.61e-06	0.0631	-4.797679	-0.3025326	3872.13	CTDSP1	CTD small phosphatase 1
79850	1.00e-05	1.61e-06	0.1318	4.797402	0.6322322	454.3	TLCD3A	TLC domain containing 3A
23127	1.00e-05	1.61e-06	0.1685	-4.797202	-0.808462	213.46	COLGALT2	collagen beta(1-O)galactosyltransferase 2
8773	1.00e-05	1.61e-06	0.0628	-4.797162	-0.3014014	2760.59	SNAP23	synaptosome associated protein 23
51523	1.00e-05	1.61e-06	0.1154	4.796869	0.5534307	1137.46	CXXC5	CXXC finger protein 5
143684	1.00e-05	1.62e-06	0.1072	-4.796185	-0.5140905	1085.52	FAM76B	family with sequence similarity 76 member B
170082	1.01e-05	1.62e-06	0.1294	-4.795347	-0.620716	141.03	TCEANC	transcription elongation factor A N-terminal and central domain containing
162466	1.01e-05	1.63e-06	0.2088	-4.79488	-1.0013817	80.78	PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase 1
349565	1.01e-05	1.63e-06	0.1103	-4.794728	-0.5287512	137.99	NMNAT3	nicotinamide nucleotide adenylyltransferase 3
114884	1.01e-05	1.63e-06	0.0869	4.794539	0.4165966	672.8	OSBPL10	oxysterol binding protein like 10
29071	1.02e-05	1.64e-06	0.0792	4.793618	0.3798161	923.66	C1GALT1C1	C1GALT1 specific chaperone 1
645191	1.02e-05	1.64e-06	0.2213	4.793354	1.0609267	58.79	LINGO3	leucine rich repeat and Ig domain containing 3
1427	1.02e-05	1.65e-06	0.2584	-4.792529	-1.2383801	118.65	CRYGS	crystallin gamma S
10105	1.02e-05	1.65e-06	0.178	4.792482	0.8529896	1024.08	PPIF	peptidylprolyl isomerase F
80017	1.02e-05	1.65e-06	0.0596	-4.791682	-0.2856013	1335.65	DGLUCY	D-glutamate cyclase
151050	1.03e-05	1.66e-06	0.0933	-4.790918	-0.4470135	1201.27	KANSL1L	KAT8 regulatory NSL complex subunit 1 like
84707	1.03e-05	1.66e-06	0.1203	-4.790926	-0.5762785	305.38	BEX2	brain expressed X-linked 2
55199	1.03e-05	1.66e-06	0.1069	4.790626	0.512353	112.34	FAM86C1P	family with sequence similarity 86 member C1, pseudogene
85349	1.03e-05	1.67e-06	0.2602	-4.790292	-1.2465286	73.27	KRT87P	keratin 87, pseudogene
90203	1.03e-05	1.67e-06	0.0949	-4.789617	-0.4545472	1031.28	SNX21	sorting nexin family member 21
147808	1.04e-05	1.68e-06	0.0984	-4.788797	-0.4711685	250.75	ZNF784	zinc finger protein 784
103611157	1.04e-05	1.69e-06	0.1884	-4.787623	-0.9019	295.02	TGFB2-OT1	TGFB2 overlapping transcript 1
55315	1.04e-05	1.69e-06	0.1126	4.787573	0.5388687	372.26	SLC29A3	solute carrier family 29 member 3
105373265	1.04e-05	1.69e-06	0.192	4.787355	0.9189674	25.13	LOC105373265	uncharacterized LOC105373265
203190	1.04e-05	1.69e-06	0.2531	-4.787214	-1.2114745	852.75	LGI3	leucine rich repeat LGI family member 3
28776	1.05e-05	1.69e-06	0.4735	4.787077	2.2665977	409.14	IGLV7-43	immunoglobulin lambda variable 7-43
63941	1.05e-05	1.70e-06	0.1378	-4.78661	-0.6596894	1010.65	NECAB3	N-terminal EF-hand calcium binding protein 3
55720	1.05e-05	1.70e-06	0.1116	4.785867	0.5339169	1100.48	TSR1	TSR1 ribosome maturation factor
84439	1.05e-05	1.70e-06	0.173	4.785586	0.8281153	136.51	HHIPL1	HHIP like 1
83716	1.06e-05	1.71e-06	0.2949	4.784924	1.4109832	5691.65	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
10072	1.06e-05	1.71e-06	0.1069	4.784726	0.5115228	901.92	DPP3	dipeptidyl peptidase 3
6948	1.06e-05	1.72e-06	0.1419	4.784303	0.6788841	1376.9	TCN2	transcobalamin 2
1468	1.06e-05	1.72e-06	0.1607	4.784242	0.7686149	224.9	SLC25A10	solute carrier family 25 member 10
101929107	1.06e-05	1.73e-06	0.2665	4.783217	1.2746665	24.07	LOC101929107	uncharacterized LOC101929107
64073	1.07e-05	1.73e-06	0.1767	-4.782623	-0.845304	654.56	C19orf33	chromosome 19 open reading frame 33
3911	1.07e-05	1.74e-06	0.1142	-4.781108	-0.5459452	5576.16	LAMA5	laminin subunit alpha 5
27086	1.07e-05	1.74e-06	0.0978	-4.780923	-0.4674376	3701.15	FOXP1	forkhead box P1
23632	1.08e-05	1.75e-06	0.0772	-4.780227	-0.3692469	815.39	CA14	carbonic anhydrase 14
64222	1.08e-05	1.75e-06	0.1136	4.780055	0.5432383	1589.84	TOR3A	torsin family 3 member A
127396	1.08e-05	1.76e-06	0.1198	-4.779278	-0.5726542	158.6	ZNF684	zinc finger protein 684
6854	1.09e-05	1.78e-06	0.2283	-4.777331	-1.0904971	98.31	SYN2	synapsin II
342125	1.09e-05	1.78e-06	0.2614	4.777183	1.2487814	13.81	TMC3	transmembrane channel like 3
219844	1.10e-05	1.78e-06	0.1106	4.776613	0.5283705	129.84	HYLS1	HYLS1 centriolar and ciliogenesis associated
6540	1.10e-05	1.79e-06	0.214	-4.775875	-1.0221312	33.46	SLC6A13	solute carrier family 6 member 13
124446	1.11e-05	1.81e-06	0.0946	-4.774094	-0.4517661	2768.48	TMEM219	transmembrane protein 219
54914	1.11e-05	1.81e-06	0.1162	4.773453	0.5547061	1334.14	FOCAD	focadhesin
6695	1.11e-05	1.81e-06	0.3236	4.773327	1.544565	149.33	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1
110006327	1.11e-05	1.81e-06	0.2615	-4.773276	-1.2480392	50.69	ANKRD20A4-ANKRD20A20P	ANKRD20A4-ANKRD20A20P readthrough
9577	1.11e-05	1.82e-06	0.0553	4.772884	0.2638389	826.76	BABAM2	BRISC and BRCA1 A complex member 2
1120	1.11e-05	1.82e-06	0.1722	-4.772853	-0.8217399	998.8	CHKB	choline kinase beta
84436	1.12e-05	1.82e-06	0.0975	-4.772637	-0.4651518	593.91	ZNF528	zinc finger protein 528
59272	1.12e-05	1.83e-06	0.2	4.770851	0.9540591	113	ACE2	angiotensin converting enzyme 2
136895	1.12e-05	1.84e-06	0.0928	-4.770757	-0.4425255	182.04	C7orf31	chromosome 7 open reading frame 31
105373490	1.13e-05	1.84e-06	0.2209	-4.769893	-1.0534851	132.54	LOC105373490	uncharacterized LOC105373490
107985077	1.13e-05	1.85e-06	0.3195	-4.76934	-1.5239235	22.5	LOC107985077	uncharacterized LOC107985077
51455	1.14e-05	1.85e-06	0.0741	-4.768706	-0.3531344	1945.31	REV1	REV1 DNA directed polymerase
26056	1.14e-05	1.85e-06	0.1227	4.768614	0.5851213	1163.97	RAB11FIP5	RAB11 family interacting protein 5
9901	1.14e-05	1.86e-06	0.255	4.7684	1.2157092	409.47	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3
8406	1.15e-05	1.88e-06	0.172	4.766095	0.8199327	1080.39	SRPX	sushi repeat containing protein X-linked
27350	1.16e-05	1.89e-06	0.1012	4.764635	0.4824186	1040.55	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C
113130	1.16e-05	1.90e-06	0.1958	4.763688	0.9327919	115.05	CDCA5	cell division cycle associated 5
3495	1.16e-05	1.90e-06	0.6512	4.763574	3.1020787	2910.98	IGHD	immunoglobulin heavy constant delta
105372705	1.17e-05	1.91e-06	0.2334	-4.762675	-1.1118152	25.33	LOC105372705	uncharacterized LOC105372705
22915	1.17e-05	1.91e-06	0.2934	4.762324	1.3972425	1829.69	MMRN1	multimerin 1
150771	1.17e-05	1.92e-06	0.1407	4.761935	0.6701562	122.32	ITPRIPL1	ITPRIP like 1
775	1.17e-05	1.92e-06	0.1487	4.761954	0.7080506	1213.14	CACNA1C	calcium voltage-gated channel subunit alpha1 C
4222	1.17e-05	1.92e-06	0.3906	4.761929	1.8601562	142.79	MEOX1	mesenchyme homeobox 1
100505741	1.17e-05	1.92e-06	0.0876	-4.761819	-0.4169309	137.49	SPATA1	spermatogenesis associated 1
4973	1.18e-05	1.93e-06	0.2887	-4.760656	-1.3742658	4702.21	OLR1	oxidized low density lipoprotein receptor 1
9406	1.18e-05	1.93e-06	0.0855	-4.760145	-0.4069509	5126.86	ZRANB2	zinc finger RANBP2-type containing 2
163351	1.19e-05	1.95e-06	0.3784	4.759035	1.8009434	137.49	GBP6	guanylate binding protein family member 6
53632	1.19e-05	1.95e-06	0.345	-4.758973	-1.6419188	51.42	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3
5782	1.19e-05	1.95e-06	0.0973	-4.758856	-0.4628693	5449.05	PTPN12	protein tyrosine phosphatase non-receptor type 12
58475	1.19e-05	1.95e-06	0.1733	-4.758821	-0.8248843	4597.89	MS4A7	membrane spanning 4-domains A7
54629	1.19e-05	1.95e-06	0.1086	-4.758764	-0.517031	1872.39	MINDY2	MINDY lysine 48 deubiquitinase 2
51333	1.19e-05	1.95e-06	0.1098	4.758504	0.522611	80.76	ZNF771	zinc finger protein 771
51263	1.19e-05	1.95e-06	0.0536	4.758381	0.255159	1175.75	MRPL30	mitochondrial ribosomal protein L30
6908	1.20e-05	1.97e-06	0.088	-4.756767	-0.4184901	475.62	TBP	TATA-box binding protein
10223	1.21e-05	1.98e-06	0.39	-4.755281	-1.8543725	313.98	GPA33	glycoprotein A33
29080	1.22e-05	2.00e-06	0.0799	-4.753369	-0.3799654	676.35	CCDC59	coiled-coil domain containing 59
1571	1.22e-05	2.00e-06	0.2418	-4.752958	-1.1491991	63.68	CYP2E1	cytochrome P450 family 2 subfamily E member 1
8728	1.22e-05	2.01e-06	0.1751	4.752189	0.8321222	1120.72	ADAM19	ADAM metallopeptidase domain 19
53844	1.23e-05	2.02e-06	0.2863	-4.751737	-1.3603979	206.45	COPG2IT1	COPG2 imprinted transcript 1
256643	1.23e-05	2.02e-06	0.1006	-4.751255	-0.4777908	594.28	BCLAF3	BCLAF1 and THRAP3 family member 3
643355	1.23e-05	2.03e-06	0.2373	4.750226	1.1271469	19.32	LINC01750	long intergenic non-protein coding RNA 1750
375593	1.24e-05	2.05e-06	0.173	-4.748745	-0.8213948	44.05	TRIM73	tripartite motif containing 73
26036	1.25e-05	2.05e-06	0.0888	-4.748001	-0.4214879	2049.05	ZNF451	zinc finger protein 451
1839	1.25e-05	2.06e-06	0.3198	-4.747836	-1.518158	2364.56	HBEGF	heparin binding EGF like growth factor
4570	1.26e-05	2.07e-06	0.2696	-4.746156	-1.2796741	4041.08	TRNN	tRNA-Asn
9768	1.26e-05	2.08e-06	0.1925	4.745765	0.9136722	131.15	PCLAF	PCNA clamp associated factor
64754	1.26e-05	2.08e-06	0.0815	4.745396	0.3867864	553.78	SMYD3	SET and MYND domain containing 3
64759	1.26e-05	2.08e-06	0.1198	-4.745151	-0.5684425	5563.59	TNS3	tensin 3
2176	1.26e-05	2.08e-06	0.0711	-4.74518	-0.3374968	441.41	FANCC	FA complementation group C
728226	1.27e-05	2.09e-06	0.3233	-4.744105	-1.5337341	36.92	GGTLC3	gamma-glutamyltransferase light chain family member 3
54675	1.27e-05	2.10e-06	0.097	-4.743882	-0.4600078	2231.8	CRLS1	cardiolipin synthase 1
51236	1.27e-05	2.10e-06	0.1063	4.743341	0.5041528	421.91	HGH1	HGH1 homolog
107985343	1.28e-05	2.11e-06	0.2417	-4.742388	-1.1463569	126.24	LINC01836	long intergenic non-protein coding RNA 1836
646962	1.28e-05	2.12e-06	0.345	-4.741395	-1.6357105	114.35	HRCT1	histidine rich carboxyl terminus 1
80008	1.30e-05	2.15e-06	0.2793	4.739136	1.3237732	164.3	TMEM156	transmembrane protein 156
7001	1.30e-05	2.15e-06	0.1113	4.738935	0.5275655	1606.99	PRDX2	peroxiredoxin 2
65083	1.30e-05	2.15e-06	0.1129	4.738613	0.5349052	1358.14	NOL6	nucleolar protein 6
112970	1.30e-05	2.16e-06	0.1037	4.738171	0.4911384	117.06	KTI12	KTI12 chromatin associated homolog
151525	1.30e-05	2.16e-06	0.0963	-4.738166	-0.4560838	460.48	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1
3698	1.31e-05	2.18e-06	0.2475	-4.736431	-1.1724399	40.55	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2
105377485	1.32e-05	2.18e-06	0.2031	-4.735955	-0.9620691	20.5	LOC105377485	uncharacterized LOC105377485
2768	1.32e-05	2.18e-06	0.1302	4.735706	0.6167788	2111.61	GNA12	G protein subunit alpha 12
2047	1.32e-05	2.19e-06	0.2214	4.735309	1.0484833	35.82	EPHB1	EPH receptor B1
84893	1.32e-05	2.19e-06	0.0659	4.734946	0.312145	2049.05	FBH1	F-box DNA helicase 1
102723996	1.32e-05	2.19e-06	0.1686	4.734887	0.798148	238.71	LOC102723996	ICOS ligand
50515	1.34e-05	2.22e-06	0.1444	4.732528	0.6832428	1669.5	CHST11	carbohydrate sulfotransferase 11
7260	1.34e-05	2.23e-06	0.0722	4.731548	0.3415016	461.57	EIPR1	EARP complex and GARP complex interacting protein 1
151903	1.34e-05	2.23e-06	0.0834	-4.731473	-0.3944117	1127.9	CCDC12	coiled-coil domain containing 12
201799	1.34e-05	2.23e-06	0.1684	4.731236	0.7966929	784.26	TMEM154	transmembrane protein 154
5893	1.36e-05	2.25e-06	0.1549	-4.729499	-0.7326988	847.1	RAD52	RAD52 homolog, DNA repair protein
285972	1.36e-05	2.26e-06	0.2754	-4.7289	-1.3023264	78.51	LINC00996	long intergenic non-protein coding RNA 996
79145	1.36e-05	2.26e-06	0.1124	-4.728505	-0.5315012	1159.86	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7
152831	1.36e-05	2.27e-06	0.3147	-4.728187	-1.4877461	145.58	KLB	klotho beta
7027	1.36e-05	2.27e-06	0.0626	4.72818	0.2960958	1535.24	TFDP1	transcription factor Dp-1
112268450	1.36e-05	2.27e-06	0.1894	-4.727955	-0.8953011	18.32	LOC112268450	uncharacterized LOC112268450
107984247	1.37e-05	2.28e-06	0.0898	-4.727293	-0.4245259	674.86	LOC107984247	
5463	1.37e-05	2.28e-06	0.1204	-4.727145	-0.5692019	738.4	POU6F1	POU class 6 homeobox 1
5994	1.37e-05	2.28e-06	0.0975	-4.7265	-0.4607222	268.62	RFXAP	regulatory factor X associated protein
27092	1.37e-05	2.28e-06	0.241	-4.72651	-1.1388985	380.8	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4
338773	1.38e-05	2.29e-06	0.2006	4.726057	0.9481123	1709.97	TMEM119	transmembrane protein 119
5367	1.38e-05	2.29e-06	0.1517	4.725958	0.7170473	31.37	PMCH	pro-melanin concentrating hormone
11245	1.38e-05	2.29e-06	0.1965	4.725844	0.9285612	450.58	GPR176	G protein-coupled receptor 176
128439	1.38e-05	2.29e-06	0.1032	-4.72587	-0.4878732	198.64	SNHG11	small nucleolar RNA host gene 11
84072	1.38e-05	2.29e-06	0.2982	4.725753	1.4090088	26.14	HORMAD1	HORMA domain containing 1
55026	1.38e-05	2.29e-06	0.236	-4.725624	-1.1154621	131.81	TMEM255A	transmembrane protein 255A
1012	1.38e-05	2.30e-06	0.2096	-4.725489	-0.9906637	952.12	CDH13	cadherin 13
122953	1.39e-05	2.32e-06	0.1624	-4.72348	-0.7672719	2072.84	JDP2	Jun dimerization protein 2
4217	1.39e-05	2.32e-06	0.0865	4.723177	0.4085194	1855.17	MAP3K5	mitogen-activated protein kinase kinase kinase 5
84446	1.39e-05	2.33e-06	0.1512	4.722765	0.7142961	98.93	BRSK1	BR serine/threonine kinase 1
5198	1.39e-05	2.33e-06	0.1024	4.722631	0.4835474	537.28	PFAS	phosphoribosylformylglycinamidine synthase
102060414	1.40e-05	2.34e-06	0.1702	-4.722003	-0.8036703	49.4	C2-AS1	C2 antisense RNA 1
22881	1.40e-05	2.34e-06	0.1042	-4.721433	-0.4919397	668.36	ANKRD6	ankyrin repeat domain 6
102723750	1.40e-05	2.35e-06	0.1628	-4.721038	-0.7686099	88.44	LOC102723750	uncharacterized LOC102723750
54991	1.41e-05	2.35e-06	0.1274	-4.720895	-0.6016074	263.48	C1orf159	chromosome 1 open reading frame 159
92815	1.41e-05	2.36e-06	0.2509	4.720143	1.1843592	40.86	H2AC25	H2A clustered histone 25
440672	1.41e-05	2.36e-06	0.1093	4.719898	0.5160242	880.84	NUDT4B	nudix hydrolase 4B
80206	1.41e-05	2.36e-06	0.2289	4.719755	1.080526	290.6	FHOD3	formin homology 2 domain containing 3
442582	1.41e-05	2.36e-06	0.1005	-4.719567	-0.4743523	386.67	STAG3L2	stromal antigen 3-like 2 (pseudogene)
105376341	1.41e-05	2.36e-06	0.3229	-4.719551	-1.5239631	17.81	LOC105376341	
1346	1.41e-05	2.36e-06	0.1527	-4.719499	-0.7207724	622.98	COX7A1	cytochrome c oxidase subunit 7A1
105379385	1.41e-05	2.37e-06	0.3025	-4.71918	-1.4277723	37.12	LOC105379385	uncharacterized LOC105379385
148423	1.42e-05	2.38e-06	0.1237	-4.718482	-0.5838308	1247.1	C1orf52	chromosome 1 open reading frame 52
23457	1.42e-05	2.38e-06	0.1131	4.718314	0.5334229	141.47	ABCB9	ATP binding cassette subfamily B member 9
9643	1.42e-05	2.38e-06	0.0821	4.718024	0.3871524	6548.17	MORF4L2	mortality factor 4 like 2
65985	1.42e-05	2.38e-06	0.0852	4.717836	0.4020301	643.36	AACS	acetoacetyl-CoA synthetase
102723170	1.42e-05	2.39e-06	0.7514	4.717538	3.5448082	869.7	IGHV3-64D	immunoglobulin heavy variable 3-64D
1267	1.44e-05	2.41e-06	0.0693	4.715757	0.3269793	2086.08	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase
54796	1.44e-05	2.41e-06	0.1646	4.715698	0.7760481	722.71	BNC2	basonuclin 2
9890	1.44e-05	2.41e-06	0.2404	4.715209	1.1337225	344.83	PLPPR4	phospholipid phosphatase related 4
55143	1.44e-05	2.42e-06	0.1586	4.714477	0.7476039	74.17	CDCA8	cell division cycle associated 8
3727	1.45e-05	2.44e-06	0.2358	-4.712984	-1.1112384	7634.21	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
64175	1.46e-05	2.44e-06	0.1154	4.712724	0.5436346	923.08	P3H1	prolyl 3-hydroxylase 1
10942	1.46e-05	2.46e-06	0.4165	-4.711708	-1.9626475	147.17	PRSS21	serine protease 21
2869	1.47e-05	2.47e-06	0.1322	-4.710548	-0.6226349	2980.31	GRK5	G protein-coupled receptor kinase 5
25895	1.47e-05	2.48e-06	0.0942	4.709877	0.4435702	312.92	EEF1AKMT3	EEF1A lysine methyltransferase 3
107985851	1.48e-05	2.48e-06	0.2924	-4.709677	-1.3770523	14.31	LOC107985851	
50624	1.48e-05	2.48e-06	0.213	-4.709519	-1.0033312	21.09	CUZD1	CUB and zona pellucida like domains 1
102723553	1.48e-05	2.48e-06	0.0542	-4.709409	-0.25518	239	LOC102723553	small integral membrane protein 11B
