GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
11186	0.1567	0.01964148	0.0605	-2.3331271	-0.14111096	704.58	RASSF1	Ras association domain family member 1
9867	0.1567	0.01956413	0.1332	2.3346037	0.31085759	131.86	PJA2	praja ring finger ubiquitin ligase 2
5577	0.1567	0.01959423	0.1488	2.3340286	0.34727654	56.16	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta
29982	0.1567	0.01943438	0.1059	2.3370923	0.24742521	200.18	NRBF2	nuclear receptor binding factor 2
84153	0.1567	0.01966425	0.0583	-2.3326933	-0.13596423	311.93	RNASEH2C	ribonuclease H2 subunit C
9332	0.1567	0.01958251	0.0951	2.3342523	0.22200029	218.2	CD163	CD163 molecule
64788	0.1567	0.01964551	0.1	-2.3330502	-0.23328004	211.96	LMF1	lipase maturation factor 1
1731	0.1567	0.0194905	0.0912	-2.3360143	-0.2131072	920.78	SEPTIN1	septin 1
23293	0.1567	0.01957737	0.0599	-2.3343507	-0.13989687	125.5	SMG6	SMG6 nonsense mediated mRNA decay factor
65095	0.1567	0.01960878	0.0567	-2.3337507	-0.13221593	291.85	KRI1	KRI1 homolog
6223	0.1567	0.01954947	0.0896	-2.3348842	-0.20931601	4505.94	RPS19	ribosomal protein S19
51455	0.1567	0.01971604	0.1136	2.3317084	0.26478848	46.18	REV1	REV1 DNA directed polymerase
100288332	0.1567	0.01971211	0.0798	-2.331783	-0.18600446	74.34	NPIPA5	nuclear pore complex interacting protein family member A5
9020	0.1568	0.01975004	0.0531	-2.331063	-0.12375355	372.95	MAP3K14	mitogen-activated protein kinase kinase kinase 14
105747689	0.157	0.01978458	0.138	2.3304084	0.32164981	45.4	NABP1-OT1	replaced by ID 64859
5937	0.157	0.01980882	0.0986	2.3299494	0.22970182	150.06	RBMS1	RNA binding motif single stranded interacting protein 1
9360	0.157	0.01982251	0.1262	2.3296906	0.29399519	55.07	PPIG	peptidylprolyl isomerase G
64757	0.1572	0.01986936	0.1172	2.3288057	0.27303122	175.81	MTARC1	mitochondrial amidoxime reducing component 1
51762	0.1573	0.01989683	0.1195	2.3282877	0.27815381	124.44	RAB8B	RAB8B, member RAS oncogene family
148413	0.1576	0.02008796	0.0529	-2.3247009	-0.12303054	106.67	MRPL20-AS1	MRPL20 antisense RNA 1
116362	0.1576	0.02006968	0.1089	2.3250427	0.2531001	122.16	RBP7	retinol binding protein 7
8602	0.1576	0.01999862	0.0522	-2.3263738	-0.12153196	128.62	NOP14	NOP14 nucleolar protein
28596	0.1576	0.02008072	0.1389	-2.3248362	-0.32297862	62.87	TRBV7-2	T cell receptor beta variable 7-2
1316	0.1576	0.01999501	0.0845	2.3264415	0.19665908	574.65	KLF6	KLF transcription factor 6
100287569	0.1576	0.02007189	0.1034	2.3250014	0.24029949	77.82	LINC00173	long intergenic non-protein coding RNA 173
339287	0.1576	0.01996525	0.0893	2.3270003	0.20772103	924.63	MSL1	MSL complex subunit 1
150383	0.1576	0.02005831	0.0735	-2.3252553	-0.17098294	44.99	CDPF1	cysteine rich DPF motif domain containing 1
57121	0.1578	0.02013346	0.0825	-2.3238513	-0.19162551	68.32	LPAR5	lysophosphatidic acid receptor 5
10750	0.1579	0.02015536	0.0859	-2.3234432	-0.1995096	192.95	GRAP	GRB2 related adaptor protein
103352539	0.1586	0.02026216	0.1161	2.3214576	0.26942473	86.67	LINC01410	long intergenic non-protein coding RNA 1410
1269	0.1586	0.02029202	0.0894	-2.3209041	-0.2074633	75.47	CNR2	cannabinoid receptor 2
1991	0.1589	0.02033857	0.3005	2.3200426	0.69709792	41.82	ELANE	elastase, neutrophil expressed
6650	0.1591	0.02038777	0.1085	-2.319134	-0.25167162	445.86	CAPN15	calpain 15
1840	0.1592	0.02042105	0.1156	-2.3185206	-0.26792118	41.2	DTX1	deltex E3 ubiquitin ligase 1
9589	0.1599	0.02053423	0.0756	2.3164406	0.17521664	210.8	WTAP	WT1 associated protein
262	0.1603	0.02060662	0.0827	2.3151153	0.19153754	235.4	AMD1	adenosylmethionine decarboxylase 1
10045	0.1603	0.02061814	0.0936	-2.3149049	-0.21656221	84.18	SH2D3A	SH2 domain containing 3A
963	0.1606	0.02092243	0.0534	2.3093812	0.12326742	2674.69	CD53	CD53 molecule
25936	0.1606	0.0208817	0.079	2.3101167	0.18239505	59.71	NSL1	NSL1 component of MIS12 kinetochore complex
55627	0.1606	0.02095308	0.0553	-2.3088289	-0.12764755	211.07	SMPD4	sphingomyelin phosphodiesterase 4
50485	0.1606	0.02096993	0.0584	-2.3085255	-0.13477697	97.05	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
8467	0.1606	0.02073298	0.0975	2.312812	0.22560131	101.06	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
2051	0.1606	0.020843	0.076	-2.3108164	-0.17560354	235.64	EPHB6	EPH receptor B6
10488	0.1606	0.0208254	0.0607	-2.3111349	-0.14027464	144.34	CREB3	cAMP responsive element binding protein 3
10807	0.1606	0.02070901	0.0547	-2.313248	-0.12648965	141.21	ENTR1	endosome associated trafficking regulator 1
221037	0.1606	0.02070489	0.1515	2.313323	0.35047373	153.8	JMJD1C	jumonji domain containing 1C
30001	0.1606	0.02078759	0.0774	2.3118202	0.17901839	277.25	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha
100529261	0.1606	0.02086858	0.0573	2.3103537	0.13227444	62.11	CHURC1-FNTB	CHURC1-FNTB readthrough
9834	0.1606	0.02097832	0.1219	-2.3083744	-0.28127929	86.55	FAM30A	family with sequence similarity 30 member A
145864	0.1606	0.02096035	0.0958	-2.308698	-0.22125633	168.58	HAPLN3	hyaluronan and proteoglycan link protein 3
51379	0.1606	0.02080626	0.0992	2.3114818	0.22935159	132.49	CRLF3	cytokine receptor like factor 3
51	0.1606	0.02079542	0.0884	2.3116782	0.20446756	437.46	ACOX1	acyl-CoA oxidase 1
26051	0.1606	0.02089797	0.0726	-2.3098228	-0.16770929	191.44	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
64840	0.1606	0.02095512	0.0777	-2.3087921	-0.17931589	61.67	PORCN	porcupine O-acyltransferase
63901	0.1611	0.0210551	0.0796	2.3069949	0.18361614	192.79	FAM111A	FAM111 trypsin like peptidase A
57700	0.1612	0.02109119	0.1436	2.3063482	0.33123564	44.76	FHIP2A	FHF complex subunit HOOK interacting protein 2A
23012	0.1616	0.0211656	0.1291	2.3050175	0.29755209	56.08	STK38L	serine/threonine kinase 38 like
128272	0.1616	0.02141553	0.0905	-2.3005775	-0.20822937	48.27	ARHGEF19	Rho guanine nucleotide exchange factor 19
26994	0.1616	0.02129728	0.141	2.3026725	0.32472438	129.45	RNF11	ring finger protein 11
3937	0.1616	0.02136957	0.0529	2.3013905	0.12166813	879.05	LCP2	lymphocyte cytosolic protein 2
55744	0.1616	0.02136903	0.0649	2.3014	0.14941177	173.69	COA1	cytochrome c oxidase assembly factor 1
55529	0.1616	0.02129681	0.0991	2.3026807	0.22808539	93.66	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2
203260	0.1616	0.02121359	0.0821	-2.3041613	-0.18926307	73.83	CCDC107	coiled-coil domain containing 107
9986	0.1616	0.02131898	0.0645	-2.3022872	-0.14846175	94.53	RCE1	Ras converting CAAX endopeptidase 1
57571	0.1616	0.02119567	0.1025	-2.3044808	-0.23625513	105.7	CARNS1	carnosine synthase 1
1663	0.1616	0.02143216	0.162	-2.3002835	-0.3726277	153.91	DDX11	DEAD/H-box helicase 11
10970	0.1616	0.02131978	0.0833	2.302273	0.19182125	349.57	CKAP4	cytoskeleton associated protein 4
113235	0.1616	0.0212877	0.0674	-2.3028426	-0.15520779	59.6	SLC46A1	solute carrier family 46 member 1
6774	0.1616	0.02142392	0.0647	2.3004291	0.14895067	1214.37	STAT3	signal transducer and activator of transcription 3
101928344	0.1616	0.02142068	0.1195	2.3004863	0.2748942	179.05	LOC101928344	uncharacterized LOC101928344
112724	0.1616	0.0212384	0.0939	-2.3037194	-0.21622105	48.39	RDH13	retinol dehydrogenase 13
127002	0.1617	0.02169761	0.0736	-2.2956201	-0.16885579	59.14	ATXN7L2	ataxin 7 like 2
27071	0.1617	0.02155592	0.0906	2.2981032	0.2082876	149.53	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
100505994	0.1617	0.02156337	0.1196	2.2979722	0.27480217	119.58	LUCAT1	lung cancer associated transcript 1
29116	0.1617	0.02163037	0.0811	2.2967967	0.18617911	149.49	MYLIP	myosin regulatory light chain interacting protein
5260	0.1617	0.02153846	0.062	-2.29841	-0.14240766	104.64	PHKG1	phosphorylase kinase catalytic subunit gamma 1
56829	0.1617	0.02168536	0.0703	2.2958342	0.16132892	357.77	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
528	0.1617	0.02152767	0.0881	2.2985999	0.20249786	100.77	ATP6V1C1	ATPase H+ transporting V1 subunit C1
29882	0.1617	0.02162214	0.076	-2.2969409	-0.1746724	279.82	ANAPC2	anaphase promoting complex subunit 2
51363	0.1617	0.02150682	0.0855	2.2989669	0.19656098	1063.28	CHST15	carbohydrate sulfotransferase 15
196513	0.1617	0.02164981	0.081	-2.2964562	-0.18610858	53.6	DCP1B	decapping mRNA 1B
10219	0.1617	0.02167074	0.1407	-2.29609	-0.32305981	53.09	KLRG1	killer cell lectin like receptor G1
3609	0.1617	0.02170582	0.046	-2.2954766	-0.10570017	725.75	ILF3	interleukin enhancer binding factor 3
6780	0.1617	0.02166561	0.0519	2.2961798	0.11907795	185.42	STAU1	staufen double-stranded RNA binding protein 1
26778	0.1617	0.02166934	0.0875	-2.2961144	-0.20084474	57.75	SNORA70	small nucleolar RNA, H/ACA box 70
11091	0.1621	0.02177885	0.0575	-2.2942029	-0.13184336	142.33	WDR5	WD repeat domain 5
2537	0.1621	0.02184905	0.2475	2.2929818	0.56747848	687.18	IFI6	interferon alpha inducible protein 6
2859	0.1621	0.02180075	0.0988	-2.2938215	-0.2265294	65.45	GPR35	G protein-coupled receptor 35
133	0.1621	0.02185669	0.121	2.2928492	0.27751466	155.52	ADM	adrenomedullin
107983998	0.1621	0.02182067	0.0882	-2.2934751	-0.20230191	52.09	LOC107983998	uncharacterized LOC107983998
8216	0.1624	0.02191478	0.0561	-2.2918417	-0.12845866	320.77	LZTR1	leucine zipper like transcription regulator 1
6730	0.1625	0.02194774	0.046	-2.2912711	-0.10549429	242.53	SRP68	signal recognition particle 68
9696	0.1628	0.02213246	0.0984	-2.2880869	-0.22526125	181.98	CROCC	ciliary rootlet coiled-coil, rootletin
9877	0.1628	0.02223016	0.0982	2.2864121	0.22462864	274.79	ZC3H11A	zinc finger CCCH-type containing 11A
11009	0.1628	0.02204352	0.0947	-2.2896171	-0.21693763	80.56	IL24	interleukin 24
5437	0.1628	0.02203369	0.068	-2.2897867	-0.15580007	68.04	POLR2H	RNA polymerase II, I and III subunit H
57222	0.1628	0.0223542	0.0901	2.284295	0.20572018	1263.22	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
55819	0.1628	0.02206934	0.0681	2.2891724	0.15583519	964.74	RNF130	ring finger protein 130
80124	0.1628	0.02231466	0.1069	2.2849688	0.24428626	87.37	VCPIP1	valosin containing protein interacting protein 1
4856	0.1628	0.02225754	0.1479	2.285944	0.33801046	41.4	CCN3	cellular communication network factor 3
79581	0.1628	0.02232894	0.0884	-2.2847253	-0.20207812	110.31	SLC52A2	solute carrier family 52 member 2
10558	0.1628	0.02230195	0.1094	2.2851855	0.24988717	62.89	SPTLC1	serine palmitoyltransferase long chain base subunit 1
2101	0.1628	0.02218152	0.0637	-2.2872452	-0.14564627	229.52	ESRRA	estrogen related receptor alpha
5916	0.1628	0.02231945	0.0715	-2.2848871	-0.16327925	128.38	RARG	retinoic acid receptor gamma
114785	0.1628	0.02224737	0.0865	2.2861177	0.19764281	1326.72	MBD6	methyl-CpG binding domain protein 6
283349	0.1628	0.02201803	0.0985	2.2900567	0.22546562	390.61	RASSF3	Ras association domain family member 3
1397	0.1628	0.02234998	0.1589	-2.2843668	-0.36287517	124.97	CRIP2	cysteine rich protein 2
107984754	0.1628	0.0222174	0.0976	2.2866305	0.22313787	56.51	LOC107984754	
9516	0.1628	0.0223661	0.0843	2.2840924	0.19252029	4581.16	LITAF	lipopolysaccharide induced TNF factor
9739	0.1628	0.02230778	0.0661	-2.285086	-0.15103822	155.08	SETD1A	SET domain containing 1A, histone lysine methyltransferase
3090	0.1628	0.02226401	0.0724	-2.2858333	-0.16541813	87.42	HIC1	HIC ZBTB transcriptional repressor 1
10610	0.1628	0.02220998	0.1029	2.2867575	0.2353317	271.11	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
55858	0.1629	0.02239955	0.1122	2.2835235	0.25621246	45.71	TMEM165	transmembrane protein 165
3840	0.1632	0.0224778	0.0809	2.2821954	0.184633	151.73	KPNA4	karyopherin subunit alpha 4
23200	0.1632	0.02255101	0.1049	2.2809566	0.23928954	132.5	ATP11B	ATPase phospholipid transporting 11B (putative)
30815	0.1632	0.02252392	0.0638	-2.2814147	-0.14551802	298.95	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
79039	0.1632	0.02250992	0.0721	-2.2816516	-0.16439479	192.92	DDX54	DEAD-box helicase 54
100137047	0.1632	0.02246525	0.0763	-2.2824083	-0.17418204	49.46	JMJD7	jumonji domain containing 7
79090	0.1632	0.02254422	0.0894	-2.2810715	-0.20402775	141.15	TRAPPC6A	trafficking protein particle complex subunit 6A
22955	0.1633	0.02267631	0.0678	-2.2788445	-0.15442037	50.81	SCMH1	Scm polycomb group protein homolog 1
5515	0.1633	0.02269806	0.0661	2.278479	0.15063681	249.62	PPP2CA	protein phosphatase 2 catalytic subunit alpha
286336	0.1633	0.02259211	0.0472	-2.2802628	-0.10753	621.16	FAM78A	family with sequence similarity 78 member A
9679	0.1633	0.0227187	0.0535	-2.2781322	-0.12188013	459	FAM53B	family with sequence similarity 53 member B
79080	0.1633	0.02270293	0.082	-2.278397	-0.18677328	56.17	CCDC86	coiled-coil domain containing 86
5450	0.1633	0.02266269	0.1204	-2.2790736	-0.27436259	168.33	POU2AF1	POU class 2 homeobox associating factor 1
8638	0.1633	0.02265677	0.1949	2.2791732	0.4441436	336.88	OASL	2'-5'-oligoadenylate synthetase like
1938	0.1633	0.02264234	0.0673	-2.2794162	-0.15333865	8123.98	EEF2	eukaryotic translation elongation factor 2
9618	0.1634	0.02275246	0.0877	-2.2775658	-0.19977789	52.77	TRAF4	TNF receptor associated factor 4
401152	0.1635	0.02278789	0.0718	2.2769722	0.16346606	282.09	C4orf3	chromosome 4 open reading frame 3
79627	0.1635	0.02280453	0.0991	2.2766936	0.22557756	387.12	OGFRL1	opioid growth factor receptor like 1
9923	0.1635	0.02286147	0.0594	-2.2757418	-0.13527424	206.62	ZBTB40	zinc finger and BTB domain containing 40
109	0.1635	0.02285939	0.0689	-2.2757765	-0.1567345	55.09	ADCY3	adenylate cyclase 3
8843	0.1635	0.02287205	0.1055	2.2755652	0.24004432	412.97	HCAR3	hydroxycarboxylic acid receptor 3
55794	0.1635	0.02288976	0.0612	-2.2752696	-0.13919204	74.33	DDX28	DEAD-box helicase 28
2787	0.1637	0.02293567	0.0754	2.2745044	0.17151478	446.11	GNG5	G protein subunit gamma 5
112574	0.1637	0.02297094	0.1113	2.2739176	0.25319891	100.24	SNX18	sorting nexin 18
10672	0.1637	0.02297034	0.1297	2.2739275	0.29492932	157.66	GNA13	G protein subunit alpha 13
6744	0.1639	0.02301225	0.1361	2.2732313	0.30929544	70.87	ITPRID2	ITPR interacting domain containing 2
829	0.164	0.02305344	0.1018	2.2725479	0.23130044	484.76	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1
51477	0.1643	0.02310619	0.0905	-2.2716744	-0.20568635	155.42	ISYNA1	inositol-3-phosphate synthase 1
55843	0.1648	0.02320967	0.0734	2.2699656	0.16669663	295.61	ARHGAP15	Rho GTPase activating protein 15
671	0.1648	0.02321504	0.2333	2.2698771	0.52961391	116.13	BPI	bactericidal permeability increasing protein
4709	0.165	0.02327387	0.1322	2.2689088	0.29984326	50.25	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3
55204	0.1652	0.02335222	0.0957	2.2676226	0.21699871	45.03	GOLPH3L	golgi phosphoprotein 3 like
339745	0.1652	0.02335861	0.1441	2.2675179	0.32665009	58.69	SPOPL	speckle type BTB/POZ protein like
55898	0.1652	0.02333751	0.0644	-2.2678637	-0.14602211	315.44	UNC45A	unc-45 myosin chaperone A
6883	0.1652	0.02337843	0.0692	2.2671932	0.15678775	70.33	TAF12	TATA-box binding protein associated factor 12
117145	0.1653	0.02351569	0.0811	-2.264951	-0.18359931	102.86	THEM4	thioesterase superfamily member 4
29920	0.1653	0.02360211	0.0487	-2.2635451	-0.11012271	334.97	PYCR2	pyrroline-5-carboxylate reductase 2
6868	0.1653	0.02356558	0.0998	2.2641388	0.22592978	58.51	ADAM17	ADAM metallopeptidase domain 17
23190	0.1653	0.02351272	0.1214	2.2649994	0.27500039	90.51	UBXN4	UBX domain protein 4
94101	0.1653	0.02359498	0.1057	2.2636609	0.23930985	97.73	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1
85007	0.1653	0.02356875	0.0417	-2.2640872	-0.09434302	555.43	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase
51699	0.1653	0.02342055	0.0936	2.2665038	0.21206848	116.13	VPS29	VPS29 retromer complex component
54617	0.1653	0.02355673	0.0512	-2.2642827	-0.11598006	113.43	INO80	INO80 complex ATPase subunit
283899	0.1653	0.02346608	0.0605	-2.26576	-0.13716246	442.88	INO80E	INO80 complex subunit E
55663	0.1653	0.0234393	0.0774	-2.2661975	-0.17551007	70.15	ZNF446	zinc finger protein 446
55559	0.1653	0.02347272	0.0852	-2.2656516	-0.19295289	101.89	HAUS7	HAUS augmin like complex subunit 7
8850	0.1659	0.02374527	0.1186	2.2612259	0.26817183	132	KAT2B	lysine acetyltransferase 2B
90990	0.1659	0.02374468	0.0942	-2.2612355	-0.21310314	218.61	KIFC2	kinesin family member C2
5257	0.1659	0.02373329	0.0761	2.2614196	0.17217694	95.55	PHKB	phosphorylase kinase regulatory subunit beta
6018	0.1659	0.02376983	0.1189	2.2608293	0.26882906	41.06	RLF	RLF zinc finger
1396	0.1662	0.02382369	0.0993	-2.2599606	-0.22440161	1091.63	CRIP1	cysteine rich protein 1
29887	0.1663	0.02386511	0.1312	2.2592938	0.29651023	78.55	SNX10	sorting nexin 10
8565	0.1664	0.02391717	0.0607	-2.2584573	-0.13705425	265.47	YARS1	tyrosyl-tRNA synthetase 1
23299	0.1664	0.02390764	0.0683	2.2586103	0.15423866	224.9	BICD2	BICD cargo adaptor 2
55062	0.1664	0.02393611	0.0793	2.2581531	0.17909853	101.87	WIPI1	WD repeat domain, phosphoinositide interacting 1
2802	0.1665	0.02396771	0.0445	-2.2576465	-0.10038147	245.51	GOLGA3	golgin A3
5142	0.1666	0.0240226	0.1026	2.2567677	0.23143836	111.6	PDE4B	phosphodiesterase 4B
54475	0.1666	0.0240069	0.0787	-2.2570188	-0.17761906	52.05	NLE1	notchless homolog 1
51807	0.1666	0.02403723	0.131	2.2565337	0.29566371	82.59	TUBA8	tubulin alpha 8
9334	0.1669	0.02410147	0.1005	2.2555078	0.22665545	308.79	B4GALT5	beta-1,4-galactosyltransferase 5
919	0.1669	0.02414449	0.0668	-2.2548223	-0.15060358	866.78	CD247	CD247 molecule
51742	0.1669	0.02413818	0.1394	2.2549226	0.31436465	59.53	ARID4B	AT-rich interaction domain 4B
10585	0.168	0.02434137	0.0621	-2.2516979	-0.1398018	142.57	POMT1	protein O-mannosyltransferase 1
1654	0.168	0.02433115	0.1213	2.2518596	0.27323358	408.66	DDX3X	DEAD-box helicase 3 X-linked
63971	0.1682	0.02439098	0.0951	2.250914	0.21399789	124.53	KIF13A	kinesin family member 13A
22924	0.1685	0.02465245	0.1228	2.2468057	0.27597109	52.13	MAPRE3	microtubule associated protein RP/EB family member 3
57142	0.1685	0.02448028	0.0759	2.2495067	0.17075902	213.43	RTN4	reticulon 4
10097	0.1685	0.0245764	0.103	2.2479967	0.2316073	556.52	ACTR2	actin related protein 2
10096	0.1685	0.02453986	0.0822	2.2485701	0.18489377	608.54	ACTR3	actin related protein 3
23023	0.1685	0.02450031	0.092	2.2491916	0.20692213	152.7	TMCC1	transmembrane and coiled-coil domain family 1
25836	0.1685	0.0245229	0.0965	2.2488366	0.2170775	160.92	NIPBL	NIPBL cohesin loading factor
55122	0.1685	0.02466879	0.0713	2.2465501	0.16013571	169.32	AKIRIN2	akirin 2
84726	0.1685	0.02450832	0.049	-2.2490656	-0.11011851	498.13	PRRC2B	proline rich coiled-coil 2B
80194	0.1685	0.0246734	0.0798	-2.2464781	-0.17934259	121.66	TMEM134	transmembrane protein 134
25977	0.1685	0.02457267	0.0962	2.2480551	0.21619143	65.71	NECAP1	NECAP endocytosis associated 1
10493	0.1685	0.02468394	0.0683	-2.2463134	-0.15331473	224.01	VAT1	vesicle amine transport 1
4077	0.1685	0.02464198	0.0587	2.2469694	0.1319847	371.06	NBR1	NBR1 autophagy cargo receptor
8209	0.1685	0.02467054	0.0567	-2.2465228	-0.12727647	143.5	GATD3	glutamine amidotransferase class 1 domain containing 3
3268	0.1687	0.02475446	0.08	-2.245213	-0.17952044	126.68	AGFG2	ArfGAP with FG repeats 2
102725044	0.1687	0.02476892	0.0668	-2.2449878	-0.14989446	59.35	LOC102725044	replaced by ID 161424
55558	0.1687	0.02477345	0.0807	-2.2449172	-0.18121613	166.22	PLXNA3	plexin A3
3301	0.1691	0.02485389	0.0941	2.2436661	0.21123257	216.03	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1
7702	0.1696	0.02495061	0.0759	2.2421665	0.17028923	61.3	ZNF143	zinc finger protein 143
285367	0.17	0.02506692	0.0724	-2.2403698	-0.16211438	141.55	RPUSD3	RNA pseudouridine synthase D3
29767	0.17	0.02504727	0.1178	2.240673	0.26404608	63.77	TMOD2	tropomodulin 2
201292	0.17	0.0250373	0.0638	-2.2408268	-0.14292638	105.19	TRIM65	tripartite motif containing 65
6556	0.1702	0.02518799	0.104	2.2385074	0.23273132	3446.14	SLC11A1	solute carrier family 11 member 1
8519	0.1702	0.02517368	0.1015	2.238727	0.22734186	6299.58	IFITM1	interferon induced transmembrane protein 1
26253	0.1702	0.02519961	0.1321	2.2383289	0.29562389	350.66	CLEC4E	C-type lectin domain family 4 member E
23005	0.1702	0.02511681	0.0591	-2.2396014	-0.13246668	106.89	MAPKBP1	mitogen-activated protein kinase binding protein 1
9343	0.1702	0.02521472	0.0557	-2.2380972	-0.12473019	503.02	EFTUD2	elongation factor Tu GTP binding domain containing 2
55959	0.1702	0.02514842	0.0819	2.2391153	0.18332309	839.24	SULF2	sulfatase 2
60313	0.1709	0.02533296	0.0525	2.2362873	0.11748966	276.29	GPBP1L1	GC-rich promoter binding protein 1 like 1
400410	0.1715	0.02546273	0.1026	2.2343093	0.22919577	63	ST20	suppressor of tumorigenicity 20
8905	0.1715	0.02545127	0.1235	2.2344837	0.27598364	109.89	AP1S2	adaptor related protein complex 1 subunit sigma 2
23357	0.172	0.02557467	0.0629	-2.23261	-0.14040527	66.55	ANGEL1	angel homolog 1
80233	0.172	0.02558849	0.0818	-2.2324007	-0.18251124	275.81	FAAP100	FA core complex associated protein 100
6583	0.1721	0.02561229	0.104	2.2320404	0.23214387	92.31	SLC22A4	solute carrier family 22 member 4
9341	0.1721	0.02579407	0.0591	2.2292982	0.13184924	278.29	VAMP3	vesicle associated membrane protein 3
83444	0.1721	0.025745	0.0767	-2.2300368	-0.17104306	57.4	INO80B	INO80 complex subunit B
196	0.1721	0.02570091	0.1179	2.2307014	0.26297195	45.6	AHR	aryl hydrocarbon receptor
5887	0.1721	0.02573044	0.0784	2.2302562	0.17481761	165.07	RAD23B	RAD23 homolog B, nucleotide excision repair protein
738	0.1721	0.02578256	0.0923	-2.2294714	-0.20577568	784.18	VPS51	VPS51 subunit of GARP complex
113201	0.1721	0.02576236	0.1274	2.2297754	0.28404259	62.27	GOLM2	golgi membrane protein 2
634	0.1721	0.02578211	0.1071	2.2294781	0.23874109	122.87	CEACAM1	CEA cell adhesion molecule 1
7767	0.1721	0.02577783	0.0985	2.2295425	0.21953772	47.7	ZNF224	zinc finger protein 224
3420	0.1721	0.02563324	0.0613	-2.2317235	-0.13689259	482.34	IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta
80232	0.1726	0.02589097	0.0894	2.2278432	0.19923573	363.93	WDR26	WD repeat domain 26
55016	0.1726	0.02591059	0.1396	2.2275492	0.3109331	57.59	MARCHF1	membrane associated ring-CH-type finger 1
8609	0.1729	0.02597768	0.1016	2.2265453	0.22627596	126.72	KLF7	KLF transcription factor 7
5116	0.1731	0.02603255	0.0572	-2.2257258	-0.1273174	153.86	PCNT	pericentrin
4660	0.1741	0.0262222	0.1012	2.222905	0.22485589	349.36	PPP1R12B	protein phosphatase 1 regulatory subunit 12B
60678	0.1741	0.02621898	0.0853	-2.2229529	-0.18962105	135.47	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific
100526771	0.1741	0.02624192	0.0433	-2.2226128	-0.09622363	434.25	SMIM35	small integral membrane protein 35
102725121	0.1741	0.02632507	0.1724	2.2213824	0.38293694	49.76	DDX11L17	DEAD/H-box helicase 11 like 17 (pseudogene)
5861	0.1741	0.02631363	0.0834	2.2215515	0.18524656	133.09	RAB1A	RAB1A, member RAS oncogene family
28973	0.1741	0.02632255	0.0582	-2.2214197	-0.12921916	132.26	MRPS18B	mitochondrial ribosomal protein S18B
60481	0.1741	0.0262963	0.1072	2.2218078	0.23816988	272.6	ELOVL5	ELOVL fatty acid elongase 5
6533	0.1741	0.02634661	0.094	2.2210643	0.20869337	676.52	SLC6A6	solute carrier family 6 member 6
100128770	0.1741	0.02636951	0.1257	2.2207263	0.27914544	68.68	LOC100128770	uncharacterized LOC100128770
80204	0.1743	0.02641607	0.1294	2.2200398	0.2872766	85.98	FBXO11	F-box protein 11
57463	0.1747	0.026511	0.0887	-2.2186434	-0.19668338	64.38	AMIGO1	adhesion molecule with Ig like domain 1
57498	0.1747	0.02654117	0.1141	2.2182005	0.25312481	104.91	KIDINS220	kinase D interacting substrate 220
314	0.1747	0.02652714	0.1233	2.2184063	0.27353692	61.18	AOC2	amine oxidase copper containing 2
101929819	0.1751	0.02661304	0.1321	2.2171471	0.29294043	217.46	LOC101929819	putative uncharacterized protein FLJ44672
23513	0.1752	0.026649	0.103	-2.2166211	-0.22836017	220.26	SCRIB	scribble planar cell polarity protein
84324	0.1756	0.02673676	0.1135	2.2153397	0.25139276	60.83	SARNP	SAP domain containing ribonucleoprotein
51750	0.1761	0.02683783	0.0874	-2.2138684	-0.19349834	88.89	RTEL1	regulator of telomere elongation helicase 1
28638	0.1764	0.02696675	0.0882	-2.2119988	-0.19514134	2445.56	TRBC2	T cell receptor beta constant 2
64428	0.1764	0.02695143	0.0943	-2.2122206	-0.20858508	167.24	CIAO3	cytosolic iron-sulfur assembly component 3
3021	0.1764	0.02696881	0.0655	2.2119689	0.1449122	2995.34	H3-3B	H3.3 histone B
9525	0.1764	0.0269847	0.1032	2.211739	0.22828717	111.43	VPS4B	vacuolar protein sorting 4 homolog B
158747	0.1764	0.02700427	0.1275	2.211456	0.28187562	74.7	MOSPD2	motile sperm domain containing 2
8776	0.1764	0.02693002	0.0674	2.2125307	0.14901604	112.84	MTMR1	myotubularin related protein 1
